"Proj","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","PO","Line","Unit Price","Order Qty","Delivered Qty","Pending Qty","Pending Amnt","Delv.date","Payment Terms","Ledger Account","CLIN","Effort","","","","","","","","",""
"485","571","571-01-00200-801","WINCH                ","WINCH     ","                  ","   ","104362","960166","2","0","1","0","1","0","03/01/2019","8","         ","            ","","","","","","","","","",""
"485","571","571-01-00200-802","CONTROLLER, MOTOR    ","CONTROLLER","MOTOR             ","   ","104362","960166","3","0","1","0","1","0","03/01/2019","8","         ","            ","","","","","","","","","",""
"485","571","571-01-00200-803","PANEL, CONTROL       ","PANEL     ","CONTROL           ","   ","104362","960166","4","0","1","0","1","0","03/01/2019","8","         ","            ","","","","","","","","","",""
"485","571","571-01-00200-P01","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104362","960166","5","20313","1","0","1","20313","05/15/2017","8","         ","            ","","","","","","","","","",""
"485","571","571-01-00200-P02","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104362","960166","6","20313","1","0","1","20313","07/15/2017","8","         ","            ","","","","","","","","","",""
"485","571","571-01-00200-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104362","960166","7","67710","1","0","1","67710","09/15/2017","8","         ","            ","","","","","","","","","",""
"485","571","571-01-00200-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104362","960166","8","13542","1","0","1","13542","11/15/2017","8","         ","            ","","","","","","","","","",""
"485","571","571-01-00200-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104362","960166","9","13542","1","0","1","13542","03/01/2019","8","         ","            ","","","","","","","","","",""
"485","571","571-01-00200-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104362","960166","10","500","1","0","1","500","03/01/2019","8","         ","            ","","","","","","","","","",""
"SWBS: ","571","REPLENISHMENT-AT-SEA-SYSTEMS","         ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 571 :      135920.00","","","","","","","","","","","","","","","",""
"485","573","    573-09-00001","PEGLEG, CONTAINER MO ","UNIT      ","CMU               ","   ","100876","941017","3","5500","1","0","1","5500","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","573","    573-10-00003","CRANE BRIDGE, AMZ, P ","BRIDGE    ","CRANE             ","   ","108207","970286","1","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-811","POWER DISCONNECT ASS ","ASSEMBLY  ","POWER             ","   ","108207","970286","2","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-813","RUNWAY BEAM ASSY     ","ASSEMBLY  ","BEAM              ","   ","108207","970286","3","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-814","RUNWAY BEAM ASSY     ","ASSEMBLY  ","BEAM              ","   ","108207","970286","4","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-815","CHAIN ASSY           ","ASSEMBLY  ","CHAIN             ","   ","108207","970286","5","0","2","0","2","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-817","COLLECTOR            ","COLLECTOR ","                  ","   ","108207","970286","6","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-818","CONDUCTOR RAIL BRACK ","BRACKET   ","RAIL              ","   ","108207","970286","7","0","6","0","6","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-819","BEVELED WASHER       ","WASHER    ","BEVELED           ","   ","108207","970286","8","0","12","0","12","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-824","HEX HD CAP SCREW 0.3 ","CAPSCREW  ","HEXAGON HEAD      ","   ","108207","970286","9","0","12","0","12","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-825","NUT, SLFLKG, 0.312-1 ","NUT       ","SELF LOCKING      ","   ","108207","970286","10","0","12","0","12","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-826","BRIDGE BEAM ASSEMBLY ","ASSEMBLY  ","BEAM              ","   ","108207","970286","11","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","108207","970286","13","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","108207","970286","14","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","108207","970286","15","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-L47","GOVERNMENT INSPECTIO ","INSPECTION","GOVERNMENT        ","   ","108207","970286","17","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","108207","970286","19","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-L63","COMPUTER SOFTWARE/PR ","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","108207","970286","20","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-L64","COMPUTER SOFTWARE/PR ","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","108207","970286","21","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","108207","970286","22","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-P02","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","108207","970286","24","47082.25","1","0","1","47082.25","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","108207","970286","25","47082.25","1","0","1","47082.25","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","108207","970286","26","42374.03","1","0","1","42374.03","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","108207","970286","27","14124.67","1","0","1","14124.67","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-810","CRANE PENDANT        ","CRANE     ","                  ","   ","108207","970286","28","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-816","HANGER,              ","HANGER    ","                  ","   ","108207","970286","29","0","5","0","5","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-820","HANGER               ","HANGER    ","                  ","   ","108207","970286","30","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-821","END CAP              ","CAP       ","END               ","   ","108207","970286","31","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-822","POWER FEED           ","FEED      ","POWER             ","   ","108207","970286","32","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-823","JOINT CAP CONDUCTOR  ","RAIL      ","CONDUCTOR         ","   ","108207","970286","33","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"485","573","573-01-00002-S00","LRHS SHOCK RETROFIT, ","SHOCK     ","RETROFIT          ","   ","104945","970401","19","0","1","0","1","0","06/26/2017","8","         ","            ","","","","","","","","","",""
"485","573","573-01-00002-S00","LRHS SHOCK RETROFIT, ","SHOCK     ","RETROFIT          ","   ","104945","970401","20","0","-1","0","-1","0","06/26/2017","8","         ","            ","","","","","","","","","",""
"485","573","573-10-00003-L48","TESTING, SHOCK, IAW  ","TESTING   ","SHOCK             ","NRE","108207","970286","18","0","1","0","1","0","11/22/2018","8","         ","            ","","","","","","","","","",""
"      ","    ","                ","                     ","          ","                  ","   ","      ","      ","    ","       NRE","Total :-      ","              ","0","","","","","","","","","","","","","","",""
"SWBS: ","573","573M - CARGO/BUOY","HANDLING SYS        ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 573 :      156163.20","","","","","","","","","","","","","","","",""
"485","581","    581-01-00007","ANCHOR DECK BOLSTER  ","BOLSTER   ","DECK              ","   ","100163","940932","1","22458","1","0","1","22458","12/08/2017","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00031","ANCHOR LOCKER BOLSTE ","BOLSTER   ","LOCKER            ","   ","100163","940932","2","15495","1","0","1","15495","12/08/2017","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00001","ANCHOR, 8000 LB (3,6 ","ANCHOR    ","                  ","   ","100163","940932","10","54203","1","0","1","54203","12/08/2017","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00001-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","100163","940932","11","0","1","0","1","0","12/08/2017","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00003","ANCHOR CHAIN, CONSIS ","CHAIN     ","ANCHOR            ","   ","105859","941055","1","0","1","0","1","0","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00003-P01","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","2","16967.73","1","0","1","16967.73","07/07/2017","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00003-P02","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","3","32630.25","1","0","1","32630.25","08/31/2017","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00003-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","4","15662.52","1","0","1","15662.52","10/31/2017","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00003-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","5","32630.25","1","0","1","32630.25","01/08/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00003-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","6","32630.25","1","0","1","32630.25","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00004","OUTBOARD SWIVEL SHOT ","ASSEMBLY  ","OUTBOARD          ","   ","105859","941055","7","0","1","0","1","0","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00004-P01","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","8","2246.14","1","0","1","2246.14","07/07/2017","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00004-P02","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","9","4319.5","1","0","1","4319.5","08/31/2017","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00004-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","10","2073.36","1","0","1","2073.36","10/31/2017","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00004-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","11","4319.5","1","0","1","4319.5","01/08/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00004-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","12","4319.5","1","0","1","4319.5","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00020","TOWING CHAIN ASSEMBL ","ASSEMBLY  ","CHAIN             ","   ","105859","941055","13","0","1","0","1","0","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00020-P01","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","14","1860.43","1","0","1","1860.43","07/07/2017","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00020-P02","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","15","3577.75","1","0","1","3577.75","08/31/2017","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00020-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","16","1717.32","1","0","1","1717.32","10/31/2017","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00020-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","17","3577.75","1","0","1","3577.75","01/08/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00020-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","105859","941055","18","3577.75","1","0","1","3577.75","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00005","CHAIN STOPPER ASSY   ","ASSEMBLY  ","STOPPER           ","   ","105859","941055","20","12155","2","0","2","24310","01/08/2018","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00010","END LINK, FOR 1-1/2"" ","LINK      ","END               ","   ","105859","941055","21","1918","2","0","2","3836","08/31/2017","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00013","SWIVEL, W/ DETACHABL ","SWIVEL    ","                  ","   ","105859","941055","22","7260","1","0","1","7260","08/31/2017","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00014","WRENCH, CHAIN STOPPE ","WRENCH    ","STOPPER           ","   ","105859","941055","23","785","1","0","1","785","08/31/2017","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00015","DETACHABLE LINK TOOL ","TOOLBOX   ","DETACHABLE LINK   ","   ","105859","941055","24","2155","1","0","1","2155","08/31/2017","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00038","SHACKLE, BITTER END, ","SHACKLE   ","BITTER END        ","   ","105859","941055","25","215","1","0","1","215","08/31/2017","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00026","ANCHOR WINDLASS SIZI ","CHAIN     ","WINDLASS          ","   ","105859","941055","29","2051","1","0","1","2051","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00003-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","105859","941055","30","0","1","0","1","0","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00004-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","105859","941055","31","0","1","0","1","0","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00005-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","105859","941055","32","0","1","0","1","0","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00010-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","105859","941055","33","0","1","0","1","0","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00013-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","105859","941055","34","0","1","0","1","0","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00020-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","105859","941055","35","0","1","0","1","0","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00003-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","105859","941055","36","0","1","0","1","0","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00011-800","LEAD/HAIRPIN, DETACH ","LEAD      ","HAIRPIN           ","   ","105859","941055","37","33","20","0","20","660","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00010","END LINK, FOR 1-1/2"" ","LINK      ","END               ","   ","105859","941073","1","1918","1","0","1","1918","02/28/2018","8","         ","            ","","","","","","","","","",""
"485","581","    581-01-00002","WINDLASS/CAPSTAN, AN ","ANCHOR    ","WINDLASS          ","   ","104915","960153","1","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-801","SHAFT ASSEMBLY, TO B ","ASSEMBLY  ","SHAFT             ","   ","104915","960153","2","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-802","CONTROL STATION, ABO ","STATION   ","CONTROL           ","   ","104915","960153","3","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-803","BRAKE CONTROL ASSY,  ","ASSEMBLY  ","CONTROL           ","   ","104915","960153","4","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-804","CONTROL STATION, BEL ","STATION   ","CONTROL           ","   ","104915","960153","5","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-805","VARIABLE FEQUENCY DR ","DRIVE     ","FREQUENCY         ","   ","104915","960153","6","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-806","BRAKE CONTROL ASSY,  ","ASSEMBLY  ","CONTROL           ","   ","104915","960153","7","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-807","LUBE CHART           ","CHART     ","LUBE              ","   ","104915","960153","8","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-808","TRANSFORMER/FILTER,  ","TRANSFORME","FILTER            ","   ","104915","960153","9","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-852","PLACARD, OPERATION/S ","PLACARD   ","OPERATION         ","   ","104915","960153","10","0","2","0","2","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104915","960153","11","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","104915","960153","12","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","104915","960153","14","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104915","960153","15","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-L32","FACTORY TRAINING     ","TRAINING  ","FACTORY           ","   ","104915","960153","16","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-L47","GOVERNMENT INSPECTIO ","INSPECTION","GOVERNMENT        ","   ","104915","960153","17","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-L50","CERTIFICATES, CONSTR ","CERTIFICAT","CONSTRUCTION      ","   ","104915","960153","18","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-L63","COMPUTER SOFTWARE/PR ","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104915","960153","21","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-L64","COMPUTER SOFTWARE/PR ","COMPUTER  ","SOFTWARE/PROGRAM  ","   ","104915","960153","22","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-L68","CERTIFICATES, VENDOR ","CERTIFICAT","VENDOR            ","   ","104915","960153","23","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","26","148257","1","0","1","148257","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","27","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","28","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-P06","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","29","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-P07","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","30","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-P08","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","31","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-P09","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","32","29651.4","1","0","1","29651.4","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-P10","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960153","33","59302.8","1","0","1","59302.8","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-L15","DATA, WEIGHT         ","DATA      ","WEIGHT            ","NRE","104915","960153","13","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-L51","DATA, FOR WEIGHT CRI ","DATA      ","WEIGHT            ","NRE","104915","960153","19","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"485","581","581-01-00002-L52","TESTING, NOISE AND V ","TESTING   ","NOISE AND VIBRATIO","NRE","104915","960153","20","0","1","0","1","0","11/05/2018","8","         ","            ","","","","","","","","","",""
"      ","    ","                ","                     ","          ","                  ","   ","      ","      ","    ","       NRE","Total :-      ","              ","0","","","","","","","","","","","","","","",""
"SWBS: ","581","581M - ANCHOR HANDLING","& STOW         ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 581 :      682924.20","","","","","","","","","","","","","","","",""
"485","582","    582-01-00007","CHOCK, CAST STEEL, 1 ","CHOCK     ","                  ","   ","100163","940932","3","2505","12","0","12","30060","12/08/2017","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00007-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","100163","940932","4","0","1","0","1","0","12/08/2017","8","         ","            ","","","","","","","","","",""
"485","582","    582-01-00010","CHOCK, BOW, CAST STE ","CHOCK     ","BOW               ","   ","100163","940932","5","20543","1","0","1","20543","12/08/2017","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00010-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","100163","940932","6","0","1","0","1","0","12/08/2017","8","         ","            ","","","","","","","","","",""
"485","582","    582-01-00018","TOWING CHAIN BOLSTER ","BOLSTER   ","CHAIN             ","   ","100163","940932","7","8293","1","0","1","8293","12/08/2017","8","         ","            ","","","","","","","","","",""
"485","582","    582-01-00015","BITT,DOUBLE,STEEL, 1 ","BITT      ","DOUBLE            ","   ","100163","940932","8","5585","10","0","10","55850","12/08/2017","8","         ","            ","","","","","","","","","",""
"485","582","    582-01-00017","BITT, DOUBLE, STEEL, ","BITT      ","DOUBLE            ","   ","100163","940932","9","6215","2","0","2","12430","12/08/2017","8","         ","            ","","","","","","","","","",""
"485","582","    582-01-00202","SHACKLE, TOWING PAD, ","SHACKLE   ","PAD               ","   ","105859","941055","19","2214","1","0","1","2214","08/31/2017","8","         ","            ","","","","","","","","","",""
"485","582","    582-01-00022","PELICAN HOOK, TOWING ","HOOK      ","PELICAN           ","   ","105859","941055","26","5896","1","0","1","5896","01/08/2018","8","         ","            ","","","","","","","","","",""
"485","582","    582-01-00023","BUOY MOORING SHACKLE ","ASSEMBLY  ","SHACKLE           ","   ","105859","941055","27","6322","1","0","1","6322","01/08/2018","8","         ","            ","","","","","","","","","",""
"485","582","    582-01-00024","BUOY MOORING SWIVEL  ","SWIVEL    ","MOORING           ","   ","105859","941055","28","9450","1","0","1","9450","08/31/2017","8","         ","            ","","","","","","","","","",""
"485","582","    582-01-00001","CAPSTAN, COMPLETE    ","CAPSTAN   ","COMPLETE          ","   ","104915","960152","1","0","1","0","1","0","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-802","CAPSTAN, AFT         ","CAPSTAN   ","AFT               ","   ","104915","960152","2","0","1","0","1","0","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-803","STATION, PUSHBUTTON, ","STATION   ","                  ","   ","104915","960152","3","0","2","0","2","0","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-804","CONTROLLER, JERED #1 ","CONTROLLER","                  ","   ","104915","960152","4","0","2","0","2","0","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-805","GASKET, CAPSTAN HEAD ","GASKET    ","                  ","   ","104915","960152","5","0","2","0","2","0","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-807","CAPSTAN, AFT, CHART  ","CAPSTAN   ","AFT               ","   ","104915","960152","6","0","1","0","1","0","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-808","CAPSTAN, AFT, TEST L ","CAPSTAN   ","AFT               ","   ","104915","960152","7","0","1","0","1","0","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-L06","REPORT, IN-PLANT TES ","REPORT    ","IN PLANT TEST     ","   ","104915","960152","8","0","1","0","1","0","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-L11","CERTIFICATES, REGULA ","CERTIFICAT","REGULATORY        ","   ","104915","960152","9","0","1","0","1","0","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-L20","SUPPORT, VENDOR      ","SUPPORT   ","VENDOR            ","   ","104915","960152","10","0","1","0","1","0","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-L26","CERTIFICATE, IDENTIC ","CERTIFICAT","IDENTICALITY      ","   ","104915","960152","11","0","1","0","1","0","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-L47","GOVERNMENT INSPECTIO ","INSPECTION","GOVERNMENT        ","   ","104915","960152","12","0","1","0","1","0","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-P03","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960152","16","32512.5","1","0","1","32512.5","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-P04","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960152","17","13005","1","0","1","13005","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-P05","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960152","18","13005","1","0","1","13005","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-P06","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960152","19","6502.5","1","0","1","6502.5","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-P07","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960152","20","6502.5","1","0","1","6502.5","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-P08","PROGRESS PAYMENT     ","PROGRESS P","                  ","   ","104915","960152","21","13005","1","0","1","13005","11/15/2018","8","         ","            ","","","","","","","","","",""
"485","582","582-01-00001-L52","TESTING, NOISE AND V ","TESTING   ","NOISE AND VIBRATIO","NRE","104915","960152","13","0","1","0","1","0","11/15/2018","8","         ","            ","","","","","","","","","",""
"      ","    ","                ","                     ","          ","                  ","   ","      ","      ","    ","       NRE","Total :-      ","              ","0","","","","","","","","","","","","","","",""
"SWBS: ","582","582M - MOORING AND","TOWING             ","          ","                  ","   ","      ","      ","    ","     Total","for SWBS      "," 582 :      235590.50","","","","","","","","","","","","","","","",""
